DATE,STATION,SO2,NOX,NO2,CO,RSP,O3,FSP
17-04-2012,CENTRAL,5,228,111,82,47,24,27
18-04-2012,CENTRAL,6,211,109,81,66,27,42
19-04-2012,CENTRAL,6,330,111,103,53,10,36
20-04-2012,CENTRAL,10,505,134,121,39,5,26
21-04-2012,CENTRAL,31,551,208,161,91,8,64
22-04-2012,CENTRAL,21,312,131,119,73,43,54
23-04-2012,CENTRAL,6,283,110,84,47,28,32
24-04-2012,CENTRAL,5,191,69,57,29,12,15
25-04-2012,CENTRAL,11,235,75,66,33,9,18
26-04-2012,CENTRAL,9,291,116,86,39,17,23
27-04-2012,CENTRAL,4,210,107,94,64,28,35
28-04-2012,CENTRAL,3,165,94,63,29,30,16
29-04-2012,CENTRAL,5,237,72,68,31,10,18
30-04-2012,CENTRAL,2,183,67,53,35,15,18
1/5/2012,CENTRAL,1,142,56,46,38,16,20
2/5/2012,CENTRAL,7,272,83,66,43,12,24
3/5/2012,CENTRAL,6,166,59,54,37,15,20
4/5/2012,CENTRAL,6,232,84,68,39,13,24
5/5/2012,CENTRAL,6,199,109,78,38,24,23
6/5/2012,CENTRAL,10,129,92,62,53,54,33
7/5/2012,CENTRAL,10,321,154,100,66,24,42
8/5/2012,CENTRAL,9,211,76,65,33,11,22
9/5/2012,CENTRAL,8,270,81,71,27,10,15
10/5/2012,CENTRAL,8,254,84,75,32,11,19
11/5/2012,CENTRAL,5,207,99,78,45,20,28
12/5/2012,CENTRAL,6,232,95,85,50,20,35
13-05-2012,CENTRAL,19,305,83,80,32,6,20
14-05-2012,CENTRAL,9,302,85,83,29,10,21
15-05-2012,CENTRAL,14,395,99,99,35,9,24
16-05-2012,CENTRAL,6,307,89,95,21,10,15
17-05-2012,CENTRAL,10,322,93,99,24,12,17
18-05-2012,CENTRAL,12,292,108,110,27,21,20
19-05-2012,CENTRAL,13,343,110,120,34,20,24
20-05-2012,CENTRAL,15,257,106,99,37,22,27
21-05-2012,CENTRAL,11,187,105,91,39,51,23
22-05-2012,CENTRAL,12,188,107,92,45,46,26
23-05-2012,CENTRAL,12,184,101,89,45,42,27
24-05-2012,CENTRAL,13,218,101,99,44,27,28
25-05-2012,CENTRAL,12,214,87,93,35,17,22
26-05-2012,CENTRAL,13,221,87,99,28,16,20
27-05-2012,CENTRAL,12,120,67,77,30,28,22
28-05-2012,CENTRAL,11,214,98,98,27,16,18
29-05-2012,CENTRAL,8,180,92,85,43,29,28
30-05-2012,CENTRAL,6,262,97,86,40,15,25
31-05-2012,CENTRAL,7,265,106,87,41,18,23
1/6/2012,CENTRAL,5,179,96,59,37,42,18
2/6/2012,CENTRAL,7,220,109,75,47,24,29
3/6/2012,CENTRAL,5,128,81,56,41,41,25
4/6/2012,CENTRAL,8,290,120,90,50,19,28
5/6/2012,CENTRAL,6,285,114,89,45,11,30
6/6/2012,CENTRAL,2,292,113,94,46,12,32
7/6/2012,CENTRAL,4,251,97,87,42,15,29
8/6/2012,CENTRAL,10,240,81,75,23,17,15
9/6/2012,CENTRAL,18,292,94,87,27,19,17
10/6/2012,CENTRAL,11,268,93,85,34,20,20
11/6/2012,CENTRAL,7,263,94,78,43,19,23
12/6/2012,CENTRAL,14,375,133,103,45,16,32
13-06-2012,CENTRAL,12,345,124,95,31,10,29
14-06-2012,CENTRAL,6,308,149,88,75,21,56
15-06-2012,CENTRAL,9,209,113,66,49,33,34
16-06-2012,CENTRAL,10,249,99,67,21,25,15
17-06-2012,CENTRAL,10,151,70,43,22,24,13
18-06-2012,CENTRAL,11,228,97,69,26,22,16
19-06-2012,CENTRAL,10,338,112,88,31,23,18
20-06-2012,CENTRAL,21,354,141,95,65,21,49
21-06-2012,CENTRAL,2,297,103,68,40,15,27
22-06-2012,CENTRAL,6,222,81,47,30,18,17
23-06-2012,CENTRAL,9,210,81,47,35,24,19
24-06-2012,CENTRAL,9,210,80,49,39,22,21
25-06-2012,CENTRAL,9,174,72,60,35,26,19
26-06-2012,CENTRAL,9,330,112,68,43,20,26
27-06-2012,CENTRAL,7,295,108,56,43,13,26
28-06-2012,CENTRAL,8,299,100,64,37,13,23
29-06-2012,CENTRAL,20,318,127,66,50,19,33
30-06-2012,CENTRAL,10,288,94,65,21,19,15
1/7/2012,CENTRAL,2,141,64,27,16,9,9
2/7/2012,CENTRAL,2,182,80,24,19,11,10
3/7/2012,CENTRAL,5,265,78,34,21,N.A.,13
4/7/2012,CENTRAL,6,264,80,39,25,5,18
5/7/2012,CENTRAL,5,332,84,60,24,3,17
6/7/2012,CENTRAL,7,269,79,47,17,8,12
7/7/2012,CENTRAL,10,308,95,55,23,8,15
8/7/2012,CENTRAL,11,205,72,35,21,12,13
9/7/2012,CENTRAL,17,235,72,42,21,11,13
10/7/2012,CENTRAL,8,226,68,31,19,8,13
11/7/2012,CENTRAL,3,250,75,22,25,4,16
12/7/2012,CENTRAL,3,261,82,23,24,5,15
13-07-2012,CENTRAL,4,233,74,25,22,9,14
14-07-2012,CENTRAL,6,230,74,26,27,10,16
15-07-2012,CENTRAL,3,171,63,21,28,12,16
16-07-2012,CENTRAL,2,159,61,19,32,10,16
17-07-2012,CENTRAL,2,162,64,18,28,10,17
18-07-2012,CENTRAL,9,315,92,43,34,8,24
19-07-2012,CENTRAL,21,407,106,52,39,8,26
20-07-2012,CENTRAL,21,575,147,85,58,6,37
21-07-2012,CENTRAL,29,488,194,85,89,22,64
22-07-2012,CENTRAL,5,143,66,7,22,19,14
23-07-2012,CENTRAL,4,135,60,15,17,27,10
24-07-2012,CENTRAL,5,216,71,58,32,27,19
25-07-2012,CENTRAL,5,345,103,76,28,8,19
26-07-2012,CENTRAL,7,445,110,101,23,5,18
27-07-2012,CENTRAL,9,476,110,108,30,5,22
28-07-2012,CENTRAL,10,364,91,86,33,6,20
29-07-2012,CENTRAL,13,279,78,63,32,8,23
30-07-2012,CENTRAL,24,452,119,96,36,7,27
31-07-2012,CENTRAL,23,519,182,116,63,12,45
1/8/2012,CENTRAL,28,633,266,145,108,18,86
2/8/2012,CENTRAL,31,553,237,137,109,30,77
3/8/2012,CENTRAL,39,644,241,144,121,11,92
4/8/2012,CENTRAL,8,445,160,105,78,52,63
5/8/2012,CENTRAL,2,192,100,40,40,54,31
6/8/2012,CENTRAL,3,322,107,53,36,44,25
7/8/2012,CENTRAL,21,463,195,87,72,57,56
8/8/2012,CENTRAL,17,355,183,85,78,44,65
9/8/2012,CENTRAL,13,365,142,77,48,11,38
10/8/2012,CENTRAL,8,303,99,57,25,8,18
11/8/2012,CENTRAL,7,308,88,59,21,5,18
12/8/2012,CENTRAL,6,175,70,36,16,8,13
13-08-2012,CENTRAL,8,356,99,67,29,3,N.A.
14-08-2012,CENTRAL,5,325,107,101,36,2,30
15-08-2012,CENTRAL,29,526,160,86,61,3,46
16-08-2012,CENTRAL,6,262,95,44,39,8,23
17-08-2012,CENTRAL,3,247,80,42,34,14,20
18-08-2012,CENTRAL,4,242,77,44,42,7,24
19-08-2012,CENTRAL,12,290,82,41,38,4,22
20-08-2012,CENTRAL,12,357,103,53,42,5,26
21-08-2012,CENTRAL,8,277,84,43,35,7,21
22-08-2012,CENTRAL,14,477,121,77,42,3,28
23-08-2012,CENTRAL,26,576,242,102,84,5,60
24-08-2012,CENTRAL,20,487,210,86,85,19,57
25-08-2012,CENTRAL,20,420,168,79,78,15,52
26-08-2012,CENTRAL,11,422,140,53,51,3,26
27-08-2012,CENTRAL,18,479,203,88,74,10,49
28-08-2012,CENTRAL,28,412,184,95,95,13,70
29-08-2012,CENTRAL,11,377,150,86,55,14,39
30-08-2012,CENTRAL,11,316,104,64,37,10,23
31-08-2012,CENTRAL,6,315,99,50,30,6,20
1/9/2012,CENTRAL,3,269,81,44,23,5,14
2/9/2012,CENTRAL,4,149,53,11,18,10,10
3/9/2012,CENTRAL,5,257,76,31,21,6,13
4/9/2012,CENTRAL,4,258,76,35,23,5,15
5/9/2012,CENTRAL,4,238,91,44,33,7,22
6/9/2012,CENTRAL,3,207,95,44,37,14,24
7/9/2012,CENTRAL,5,297,82,51,27,4,17
8/9/2012,CENTRAL,18,470,120,76,49,0,34
9/9/2012,CENTRAL,9,198,75,28,29,7,21
10/9/2012,CENTRAL,17,399,117,N.A.,37,1,23
11/9/2012,CENTRAL,7,315,112,N.A.,36,5,23
12/9/2012,CENTRAL,6,327,87,46,30,3,15
13-09-2012,CENTRAL,8,393,126,62,45,3,26
14-09-2012,CENTRAL,11,419,164,77,53,9,32
15-09-2012,CENTRAL,11,375,155,69,60,7,39
16-09-2012,CENTRAL,16,281,160,59,67,31,47
17-09-2012,CENTRAL,23,442,216,72,77,19,52
18-09-2012,CENTRAL,18,391,186,77,74,11,53
19-09-2012,CENTRAL,11,289,152,60,70,19,52
20-09-2012,CENTRAL,9,217,133,58,86,42,62
21-09-2012,CENTRAL,4,201,122,57,67,34,45
22-09-2012,CENTRAL,4,299,109,N.A.,35,5,21
23-09-2012,CENTRAL,9,244,71,38,32,1,18
24-09-2012,CENTRAL,8,375,118,61,33,3,20
25-09-2012,CENTRAL,8,223,126,53,51,37,33
26-09-2012,CENTRAL,14,364,164,92,65,18,44
27-09-2012,CENTRAL,25,514,196,90,69,11,44
28-09-2012,CENTRAL,24,474,202,67,86,17,56
29-09-2012,CENTRAL,23,346,189,73,88,26,64
30-09-2012,CENTRAL,19,206,136,57,85,61,60
1/10/2012,CENTRAL,17,154,111,48,87,98,57
2/10/2012,CENTRAL,16,145,110,46,83,105,55
3/10/2012,CENTRAL,13,296,173,65,82,51,54
4/10/2012,CENTRAL,11,280,172,61,87,41,61
5/10/2012,CENTRAL,9,237,140,36,60,47,40
6/10/2012,CENTRAL,5,190,113,14,53,36,29
7/10/2012,CENTRAL,6,132,94,6,62,64,39
8/10/2012,CENTRAL,8,294,155,69,89,36,56
9/10/2012,CENTRAL,14,340,183,82,84,32,53
10/10/2012,CENTRAL,19,414,216,101,N.A.,20,79
11/10/2012,CENTRAL,17,379,209,107,126,32,78
12/10/2012,CENTRAL,17,376,206,93,112,32,64
13-10-2012,CENTRAL,16,281,171,75,93,36,53
14-10-2012,CENTRAL,20,222,151,62,99,64,64
15-10-2012,CENTRAL,17,310,170,78,79,39,49
16-10-2012,CENTRAL,19,355,167,86,79,26,44
17-10-2012,CENTRAL,24,472,196,95,94,11,59
18-10-2012,CENTRAL,3,288,161,62,85,26,54
19-10-2012,CENTRAL,1,210,133,32,72,51,38
20-10-2012,CENTRAL,1,219,135,24,68,39,37
21-10-2012,CENTRAL,4,170,107,28,50,45,26
22-10-2012,CENTRAL,15,426,175,92,60,14,33
23-10-2012,CENTRAL,18,296,133,75,59,40,37
24-10-2012,CENTRAL,12,233,125,83,55,41,32
25-10-2012,CENTRAL,15,254,146,89,79,46,45
26-10-2012,CENTRAL,12,247,123,76,55,38,34
27-10-2012,CENTRAL,11,183,97,57,48,36,28
28-10-2012,CENTRAL,10,127,72,41,42,42,23
29-10-2012,CENTRAL,7,189,110,77,89,47,69
30-10-2012,CENTRAL,6,251,115,73,62,29,48
31-10-2012,CENTRAL,14,489,176,98,50,16,30
1/11/2012,CENTRAL,18,364,164,79,58,23,39
2/11/2012,CENTRAL,14,260,146,71,75,45,50
3/11/2012,CENTRAL,14,204,114,57,65,47,40
4/11/2012,CENTRAL,14,379,168,86,62,22,44
5/11/2012,CENTRAL,13,260,144,74,79,48,55
6/11/2012,CENTRAL,N.A.,269,150,70,88,84,44
7/11/2012,CENTRAL,N.A.,174,114,39,103,101,46
8/11/2012,CENTRAL,4,254,137,41,81,75,41
9/11/2012,CENTRAL,3,334,128,43,56,28,28
10/11/2012,CENTRAL,6,350,102,36,55,1,27
11/11/2012,CENTRAL,12,375,138,54,38,5,20
12/11/2012,CENTRAL,11,311,131,72,59,12,37
13-11-2012,CENTRAL,23,533,197,98,85,7,54
14-11-2012,CENTRAL,14,255,147,81,79,33,47
15-11-2012,CENTRAL,9,185,111,61,76,42,40
16-11-2012,CENTRAL,5,226,115,50,63,22,32
17-11-2012,CENTRAL,6,386,141,90,28,4,19
18-11-2012,CENTRAL,5,177,86,76,32,10,21
19-11-2012,CENTRAL,8,224,120,77,69,16,46
20-11-2012,CENTRAL,3,203,115,41,62,35,37
21-11-2012,CENTRAL,3,247,119,65,54,23,36
22-11-2012,CENTRAL,7,307,97,56,32,6,22
23-11-2012,CENTRAL,17,485,144,107,29,13,20
24-11-2012,CENTRAL,18,247,87,96,37,19,24
25-11-2012,CENTRAL,16,185,75,137,28,20,21
26-11-2012,CENTRAL,23,524,129,123,29,12,22
27-11-2012,CENTRAL,13,278,101,80,26,12,18
28-11-2012,CENTRAL,15,281,100,80,70,15,43
29-11-2012,CENTRAL,15,401,111,108,30,7,N.A.
30-11-2012,CENTRAL,10,353,108,106,37,7,27
1/12/2012,CENTRAL,3,207,83,65,27,7,15
2/12/2012,CENTRAL,14,381,102,115,29,2,18
3/12/2012,CENTRAL,8,513,132,111,34,2,24
4/12/2012,CENTRAL,5,263,101,80,39,8,27
5/12/2012,CENTRAL,8,430,135,88,35,20,27
6/12/2012,CENTRAL,10,266,116,72,65,21,36
7/12/2012,CENTRAL,14,316,140,81,83,18,48
8/12/2012,CENTRAL,11,280,125,77,68,14,44
9/12/2012,CENTRAL,7,167,90,49,53,34,32
10/12/2012,CENTRAL,11,203,107,66,90,34,49
11/12/2012,CENTRAL,11,308,129,84,83,20,51
12/12/2012,CENTRAL,9,221,96,73,57,15,37
13-12-2012,CENTRAL,8,225,113,47,52,20,30
14-12-2012,CENTRAL,6,326,133,62,48,11,24
15-12-2012,CENTRAL,9,423,135,73,55,3,30
16-12-2012,CENTRAL,13,307,108,52,50,5,31
17-12-2012,CENTRAL,4,210,102,61,39,17,24
18-12-2012,CENTRAL,9,405,121,105,30,17,17
19-12-2012,CENTRAL,8,246,91,99,39,7,23
20-12-2012,CENTRAL,10,206,91,71,77,13,41
21-12-2012,CENTRAL,8,322,114,74,69,11,36
22-12-2012,CENTRAL,23,432,119,128,73,4,39
23-12-2012,CENTRAL,27,366,134,80,60,6,38
24-12-2012,CENTRAL,20,275,114,83,61,16,42
25-12-2012,CENTRAL,12,249,124,69,71,16,50
26-12-2012,CENTRAL,10,132,79,29,52,35,31
27-12-2012,CENTRAL,15,419,122,80,57,12,34
28-12-2012,CENTRAL,16,361,122,95,40,7,22
29-12-2012,CENTRAL,9,263,98,92,29,18,19
30-12-2012,CENTRAL,19,333,113,110,44,6,27
31-12-2012,CENTRAL,14,329,129,77,52,12,25
1/1/2013,CENTRAL,23,315,134,76,55,12,32
2/1/2013,CENTRAL,17,376,148,116,64,13,39
3/1/2013,CENTRAL,17,372,132,113,86,15,52
4/1/2013,CENTRAL,18,445,113,124,71,3,41
5/1/2013,CENTRAL,26,483,131,121,76,4,42
6/1/2013,CENTRAL,25,329,108,118,77,10,44
7/1/2013,CENTRAL,24,464,150,134,89,5,52
8/1/2013,CENTRAL,28,599,203,140,107,2,65
9/1/2013,CENTRAL,18,494,171,121,93,3,58
10/1/2013,CENTRAL,18,386,142,117,84,7,57
11/1/2013,CENTRAL,22,443,169,124,98,9,62
12/1/2013,CENTRAL,29,495,166,143,109,2,71
13-01-2013,CENTRAL,39,421,166,159,118,5,73
14-01-2013,CENTRAL,14,450,164,105,61,4,40
15-01-2013,CENTRAL,11,380,141,86,68,22,39
16-01-2013,CENTRAL,10,458,185,95,73,6,49
17-01-2013,CENTRAL,14,374,159,82,77,20,49
18-01-2013,CENTRAL,12,282,120,98,78,12,57
19-01-2013,CENTRAL,13,252,129,70,75,27,46
20-01-2013,CENTRAL,7,167,98,34,47,32,27
21-01-2013,CENTRAL,8,264,123,54,46,21,24
22-01-2013,CENTRAL,24,603,180,78,67,8,36
23-01-2013,CENTRAL,9,355,131,114,82,12,60
24-01-2013,CENTRAL,31,718,208,148,109,18,74
25-01-2013,CENTRAL,17,347,151,114,86,21,62
26-01-2013,CENTRAL,9,251,134,104,107,31,76
27-01-2013,CENTRAL,7,217,108,89,74,14,60
28-01-2013,CENTRAL,12,227,130,44,82,46,50
29-01-2013,CENTRAL,11,271,129,36,53,44,27
30-01-2013,CENTRAL,11,218,121,52,62,43,35
31-01-2013,CENTRAL,13,251,138,77,70,36,47
1/2/2013,CENTRAL,26,696,178,110,80,18,45
2/2/2013,CENTRAL,18,529,139,100,57,30,35
3/2/2013,CENTRAL,8,132,78,64,33,43,19
4/2/2013,CENTRAL,31,571,147,103,75,16,46
5/2/2013,CENTRAL,10,323,108,73,42,13,27
6/2/2013,CENTRAL,7,311,106,77,49,13,21
7/2/2013,CENTRAL,5,213,98,82,45,24,27
8/2/2013,CENTRAL,6,200,82,71,28,29,14
9/2/2013,CENTRAL,8,354,107,101,29,11,17
10/2/2013,CENTRAL,9,194,82,61,46,20,32
11/2/2013,CENTRAL,5,136,73,39,34,38,21
12/2/2013,CENTRAL,16,377,131,64,51,19,33
13-02-2013,CENTRAL,8,218,88,61,31,25,20
14-02-2013,CENTRAL,8,270,114,80,43,26,29
15-02-2013,CENTRAL,18,474,159,97,57,9,38
16-02-2013,CENTRAL,7,173,88,63,35,31,19
17-02-2013,CENTRAL,8,144,81,45,52,39,35
18-02-2013,CENTRAL,29,590,164,93,62,9,43
19-02-2013,CENTRAL,16,464,133,71,46,7,32
20-02-2013,CENTRAL,8,280,107,73,52,17,21
21-02-2013,CENTRAL,11,309,125,59,67,21,35
22-02-2013,CENTRAL,16,414,159,76,67,13,41
23-02-2013,CENTRAL,11,237,110,58,49,22,30
24-02-2013,CENTRAL,10,176,102,37,61,41,38
25-02-2013,CENTRAL,10,261,131,66,65,32,43
26-02-2013,CENTRAL,8,296,125,82,73,17,44
27-02-2013,CENTRAL,33,743,168,113,98,7,58
28-02-2013,CENTRAL,9,229,99,76,40,17,24
1/3/2013,CENTRAL,7,248,94,80,58,17,39
2/3/2013,CENTRAL,6,292,98,95,32,8,21
3/3/2013,CENTRAL,12,370,122,108,49,6,30
4/3/2013,CENTRAL,15,408,160,86,65,11,38
5/3/2013,CENTRAL,12,249,140,62,87,41,36
6/3/2013,CENTRAL,14,314,160,77,102,N.A.,46
7/3/2013,CENTRAL,29,692,225,96,101,N.A.,53
8/3/2013,CENTRAL,40,881,251,131,102,6,57
9/3/2013,CENTRAL,26,544,185,90,82,20,50
10/3/2013,CENTRAL,22,475,158,57,59,5,33
11/3/2013,CENTRAL,12,271,117,61,66,20,36
12/3/2013,CENTRAL,9,292,120,72,58,24,34
13-03-2013,CENTRAL,22,525,150,96,57,6,37
14-03-2013,CENTRAL,15,322,108,103,64,21,39
15-03-2013,CENTRAL,10,231,124,93,80,37,46
16-03-2013,CENTRAL,11,251,131,79,71,31,40
17-03-2013,CENTRAL,8,204,109,60,62,18,37
18-03-2013,CENTRAL,26,600,140,99,59,7,38
19-03-2013,CENTRAL,14,444,112,81,44,6,31
20-03-2013,CENTRAL,18,472,113,73,37,7,26
21-03-2013,CENTRAL,17,324,110,82,59,13,41
22-03-2013,CENTRAL,15,286,114,80,72,15,51
23-03-2013,CENTRAL,33,594,135,92,61,4,39
24-03-2013,CENTRAL,50,647,123,86,65,5,45
25-03-2013,CENTRAL,20,288,102,59,54,18,34
26-03-2013,CENTRAL,6,241,113,62,49,26,33
27-03-2013,CENTRAL,15,402,127,88,36,6,21
28-03-2013,CENTRAL,10,303,122,82,32,16,22
29-03-2013,CENTRAL,9,252,120,76,32,21,22
30-03-2013,CENTRAL,6,179,96,58,39,48,25
31-03-2013,CENTRAL,5,159,91,53,27,34,19
1/4/2013,CENTRAL,6,131,85,48,44,55,28
2/4/2013,CENTRAL,9,372,142,100,59,16,40
3/4/2013,CENTRAL,9,217,133,90,81,52,55
4/4/2013,CENTRAL,7,162,92,59,47,38,34
5/4/2013,CENTRAL,8,464,128,92,46,10,28
6/4/2013,CENTRAL,14,464,162,114,48,5,31
7/4/2013,CENTRAL,11,221,115,60,65,36,33
8/4/2013,CENTRAL,14,250,135,70,83,40,43
9/4/2013,CENTRAL,8,340,138,82,46,11,32
10/4/2013,CENTRAL,10,327,115,87,47,8,34
11/4/2013,CENTRAL,13,380,161,75,73,31,47
12/4/2013,CENTRAL,12,366,144,63,49,12,32
13-04-2013,CENTRAL,15,334,163,66,77,18,35
14-04-2013,CENTRAL,52,505,233,137,153,17,86
15-04-2013,CENTRAL,33,595,277,149,149,23,107
16-04-2013,CENTRAL,18,499,193,121,85,15,61
17-04-2013,CENTRAL,11,420,120,106,55,7,38
18-04-2013,CENTRAL,14,438,107,87,49,5,36
19-04-2013,CENTRAL,13,467,117,86,49,6,29
20-04-2013,CENTRAL,7,269,122,68,45,19,28
21-04-2013,CENTRAL,7,214,96,69,40,25,23
22-04-2013,CENTRAL,6,195,112,67,59,41,37
23-04-2013,CENTRAL,10,306,138,82,68,26,41
24-04-2013,CENTRAL,26,671,169,107,74,5,42
25-04-2013,CENTRAL,25,506,126,83,58,6,35
26-04-2013,CENTRAL,14,270,127,73,38,28,24
27-04-2013,CENTRAL,14,184,120,74,89,69,60
28-04-2013,CENTRAL,9,165,105,56,67,50,45
29-04-2013,CENTRAL,9,247,110,60,63,23,39
30-04-2013,CENTRAL,11,342,122,59,32,9,22
1/5/2013,CENTRAL,15,195,95,52,35,40,22
2/5/2013,CENTRAL,9,208,115,48,37,56,20
3/5/2013,CENTRAL,11,251,136,60,48,47,32
4/5/2013,CENTRAL,10,266,137,67,45,29,32
5/5/2013,CENTRAL,8,151,88,43,41,40,31
6/5/2013,CENTRAL,7,220,110,69,44,21,31
7/5/2013,CENTRAL,6,268,121,79,46,17,32
8/5/2013,CENTRAL,5,257,108,74,48,15,33
9/5/2013,CENTRAL,13,383,111,80,49,7,28
10/5/2013,CENTRAL,20,646,142,107,40,4,24
11/5/2013,CENTRAL,43,674,177,112,65,4,44
12/5/2013,CENTRAL,15,288,105,87,51,25,40
13-05-2013,CENTRAL,7,334,121,93,45,11,32
14-05-2013,CENTRAL,7,333,115,81,42,8,29
15-05-2013,CENTRAL,6,336,98,73,36,10,21
16-05-2013,CENTRAL,9,421,118,79,38,11,21
17-05-2013,CENTRAL,13,372,115,75,38,7,23
18-05-2013,CENTRAL,6,438,119,79,42,7,24
19-05-2013,CENTRAL,3,261,89,57,35,13,18
20-05-2013,CENTRAL,N.A.,N.A.,N.A.,N.A.,36,N.A.,22
21-05-2013,CENTRAL,17,478,134,84,39,7,25
22-05-2013,CENTRAL,9,485,134,92,29,8,21
23-05-2013,CENTRAL,11,408,119,83,34,8,19
24-05-2013,CENTRAL,21,475,127,75,39,8,N.A.
25-05-2013,CENTRAL,7,319,98,65,28,8,N.A.
26-05-2013,CENTRAL,5,194,63,39,24,12,N.A.
27-05-2013,CENTRAL,4,264,83,43,34,11,N.A.
28-05-2013,CENTRAL,4,278,80,48,33,10,24
29-05-2013,CENTRAL,6,282,74,55,30,9,18
30-05-2013,CENTRAL,12,375,88,58,33,7,18
31-05-2013,CENTRAL,18,404,98,60,34,6,21
1/6/2013,CENTRAL,10,302,80,49,32,9,18
2/6/2013,CENTRAL,5,227,71,46,22,12,12
3/6/2013,CENTRAL,11,284,88,59,30,13,17
4/6/2013,CENTRAL,7,352,98,66,31,8,20
5/6/2013,CENTRAL,10,363,93,62,33,6,17
6/6/2013,CENTRAL,7,376,99,68,29,7,20
7/6/2013,CENTRAL,7,217,69,36,25,11,15
8/6/2013,CENTRAL,7,395,96,55,34,7,19
9/6/2013,CENTRAL,4,256,75,49,31,10,17
10/6/2013,CENTRAL,12,455,114,75,36,9,24
11/6/2013,CENTRAL,8,500,148,79,26,6,20
12/6/2013,CENTRAL,7,360,144,65,31,12,23
13-06-2013,CENTRAL,5,296,110,69,38,15,24
14-06-2013,CENTRAL,5,216,86,55,24,20,19
15-06-2013,CENTRAL,4,267,93,68,24,7,16
16-06-2013,CENTRAL,4,175,64,43,28,8,15
17-06-2013,CENTRAL,4,310,88,69,30,6,16
18-06-2013,CENTRAL,7,373,95,71,29,3,16
19-06-2013,CENTRAL,12,490,116,84,52,3,24
20-06-2013,CENTRAL,12,400,122,72,45,5,22
21-06-2013,CENTRAL,3,205,78,44,33,12,13
22-06-2013,CENTRAL,2,240,87,52,32,8,13
23-06-2013,CENTRAL,2,241,85,45,26,6,12
24-06-2013,CENTRAL,4,365,103,72,42,6,24
25-06-2013,CENTRAL,2,371,109,88,70,7,41
26-06-2013,CENTRAL,3,340,100,78,57,9,34
27-06-2013,CENTRAL,5,321,93,71,50,13,28
28-06-2013,CENTRAL,4,180,65,49,40,19,22
29-06-2013,CENTRAL,4,231,81,54,44,12,24
30-06-2013,CENTRAL,5,189,71,39,42,10,23
1/7/2013,CENTRAL,2,103,46,26,28,14,12
2/7/2013,CENTRAL,3,288,90,45,44,7,29
3/7/2013,CENTRAL,5,246,80,42,37,8,24
4/7/2013,CENTRAL,8,295,85,51,32,6,22
5/7/2013,CENTRAL,9,235,76,47,28,7,20
6/7/2013,CENTRAL,8,232,67,42,22,7,14
7/7/2013,CENTRAL,7,230,64,44,19,9,10
8/7/2013,CENTRAL,8,307,84,52,22,7,13
9/7/2013,CENTRAL,9,312,92,53,25,8,16
10/7/2013,CENTRAL,13,401,106,62,30,6,20
11/7/2013,CENTRAL,10,387,106,62,31,6,22
12/7/2013,CENTRAL,9,354,129,73,46,12,32
13-07-2013,CENTRAL,8,338,122,79,52,17,35
14-07-2013,CENTRAL,4,243,80,52,26,11,16
15-07-2013,CENTRAL,5,391,97,72,31,6,23
16-07-2013,CENTRAL,8,403,94,70,25,6,19
17-07-2013,CENTRAL,4,294,79,47,25,4,19
18-07-2013,CENTRAL,7,366,117,53,36,3,26
19-07-2013,CENTRAL,4,284,90,40,26,3,16
20-07-2013,CENTRAL,4,276,79,39,26,2,15
21-07-2013,CENTRAL,5,138,60,11,21,8,13
22-07-2013,CENTRAL,3,263,74,53,25,2,15
23-07-2013,CENTRAL,2,285,68,54,22,1,13
24-07-2013,CENTRAL,4,349,85,76,21,2,14
25-07-2013,CENTRAL,4,412,106,77,24,3,17
26-07-2013,CENTRAL,4,379,100,68,24,4,15
27-07-2013,CENTRAL,4,327,89,55,25,4,15
28-07-2013,CENTRAL,4,238,74,45,24,7,14
29-07-2013,CENTRAL,6,355,87,64,26,4,17
30-07-2013,CENTRAL,5,330,90,52,28,4,17
31-07-2013,CENTRAL,4,202,60,42,32,6,19
1/8/2013,CENTRAL,5,193,59,43,19,9,16
2/8/2013,CENTRAL,6,242,76,55,17,14,17
3/8/2013,CENTRAL,3,302,80,56,21,5,N.A.
4/8/2013,CENTRAL,8,225,72,36,20,9,13
5/8/2013,CENTRAL,22,467,121,81,27,9,23
6/8/2013,CENTRAL,12,337,86,67,33,8,19
7/8/2013,CENTRAL,9,299,78,57,27,4,14
8/8/2013,CENTRAL,9,277,84,47,28,7,15
9/8/2013,CENTRAL,14,349,105,65,36,7,22
10/8/2013,CENTRAL,12,362,113,76,44,11,27
11/8/2013,CENTRAL,5,177,72,37,26,16,15
12/8/2013,CENTRAL,6,274,94,49,28,11,17
13-08-2013,CENTRAL,4,163,63,39,29,25,16
14-08-2013,CENTRAL,4,159,53,48,30,25,15
15-08-2013,CENTRAL,7,362,100,71,43,12,22
16-08-2013,CENTRAL,7,305,87,66,39,12,21
17-08-2013,CENTRAL,8,227,69,58,32,17,17
18-08-2013,CENTRAL,7,199,67,56,36,17,20
19-08-2013,CENTRAL,11,448,113,86,40,8,27
20-08-2013,CENTRAL,22,547,169,108,60,6,51
21-08-2013,CENTRAL,22,518,246,118,103,8,82
22-08-2013,CENTRAL,8,316,132,82,70,13,54
23-08-2013,CENTRAL,8,314,97,67,30,13,20
24-08-2013,CENTRAL,6,295,89,59,36,11,20
25-08-2013,CENTRAL,6,221,73,44,32,8,20
