DATE,STATION,SO2,NOX,NO2,CO,RSP,O3,FSP
24-08-2003,CENTRAL,2,123,43,44,47,N.A.,27
25-08-2003,CENTRAL,3,278,57,94,N.A.,N.A.,N.A.
26-08-2003,CENTRAL,3,301,61,98,81,N.A.,50
27-08-2003,CENTRAL,3,215,54,70,68,N.A.,44
28-08-2003,CENTRAL,6,336,68,85,N.A.,N.A.,N.A.
29-08-2003,CENTRAL,15,371,61,88,N.A.,N.A.,N.A.
30-08-2003,CENTRAL,11,377,70,87,N.A.,N.A.,N.A.
31-08-2003,CENTRAL,10,258,77,67,58,N.A.,41
1/9/2003,CENTRAL,11,407,114,103,80,N.A.,63
2/9/2003,CENTRAL,24,269,87,103,86,N.A.,69
3/9/2003,CENTRAL,4,254,64,94,N.A.,N.A.,N.A.
4/9/2003,CENTRAL,3,253,63,79,71,N.A.,44
5/9/2003,CENTRAL,3,242,67,78,60,N.A.,35
6/9/2003,CENTRAL,3,206,63,59,66,N.A.,38
7/9/2003,CENTRAL,2,150,45,42,48,N.A.,29
8/9/2003,CENTRAL,3,238,47,71,56,N.A.,31
9/9/2003,CENTRAL,4,N.A.,N.A.,78,N.A.,N.A.,N.A.
10/9/2003,CENTRAL,6,484,104,111,N.A.,N.A.,N.A.
11/9/2003,CENTRAL,12,517,142,152,N.A.,N.A.,N.A.
12/9/2003,CENTRAL,11,259,100,89,96,N.A.,72
13-09-2003,CENTRAL,4,236,78,85,86,N.A.,57
14-09-2003,CENTRAL,3,190,52,63,44,N.A.,27
15-09-2003,CENTRAL,3,336,61,108,N.A.,N.A.,N.A.
16-09-2003,CENTRAL,3,327,58,104,N.A.,N.A.,N.A.
17-09-2003,CENTRAL,3,296,48,95,N.A.,N.A.,N.A.
18-09-2003,CENTRAL,12,468,123,137,N.A.,N.A.,N.A.
19-09-2003,CENTRAL,12,378,106,123,83,N.A.,64
20-09-2003,CENTRAL,8,453,106,133,N.A.,N.A.,N.A.
21-09-2003,CENTRAL,11,317,105,116,77,N.A.,56
22-09-2003,CENTRAL,10,426,96,155,87,N.A.,56
23-09-2003,CENTRAL,8,345,102,139,N.A.,N.A.,N.A.
24-09-2003,CENTRAL,6,287,95,126,N.A.,N.A.,N.A.
25-09-2003,CENTRAL,5,256,96,105,N.A.,N.A.,N.A.
26-09-2003,CENTRAL,3,233,88,109,N.A.,N.A.,N.A.
27-09-2003,CENTRAL,3,240,91,112,N.A.,N.A.,N.A.
28-09-2003,CENTRAL,2,147,75,90,83,N.A.,46
29-09-2003,CENTRAL,3,265,98,128,N.A.,N.A.,N.A.
30-09-2003,CENTRAL,2,285,93,130,N.A.,N.A.,N.A.
1/10/2003,CENTRAL,2,186,85,105,100,N.A.,51
2/10/2003,CENTRAL,2,289,96,137,N.A.,N.A.,N.A.
3/10/2003,CENTRAL,3,274,96,130,N.A.,N.A.,N.A.
4/10/2003,CENTRAL,3,273,91,137,111,N.A.,66
5/10/2003,CENTRAL,6,303,97,136,82,N.A.,53
6/10/2003,CENTRAL,12,526,124,170,N.A.,N.A.,N.A.
7/10/2003,CENTRAL,25,462,164,190,125,N.A.,83
8/10/2003,CENTRAL,8,388,113,165,129,N.A.,70
9/10/2003,CENTRAL,3,271,87,129,N.A.,N.A.,N.A.
10/10/2003,CENTRAL,2,257,80,130,95,N.A.,43
11/10/2003,CENTRAL,3,338,63,149,63,N.A.,32
12/10/2003,CENTRAL,2,187,44,121,48,N.A.,28
13-10-2003,CENTRAL,5,459,84,174,N.A.,N.A.,53
14-10-2003,CENTRAL,12,445,95,165,63,N.A.,36
15-10-2003,CENTRAL,13,500,103,166,63,N.A.,39
16-10-2003,CENTRAL,15,468,128,182,N.A.,N.A.,N.A.
17-10-2003,CENTRAL,15,393,141,164,N.A.,N.A.,N.A.
18-10-2003,CENTRAL,11,366,140,97,N.A.,N.A.,N.A.
19-10-2003,CENTRAL,8,221,103,58,125,N.A.,64
20-10-2003,CENTRAL,12,434,148,113,N.A.,N.A.,N.A.
21-10-2003,CENTRAL,10,469,153,134,N.A.,N.A.,N.A.
22-10-2003,CENTRAL,14,532,160,141,N.A.,N.A.,N.A.
23-10-2003,CENTRAL,11,410,161,133,N.A.,N.A.,N.A.
24-10-2003,CENTRAL,10,436,164,128,N.A.,N.A.,N.A.
25-10-2003,CENTRAL,14,447,158,113,N.A.,N.A.,N.A.
26-10-2003,CENTRAL,9,244,121,61,N.A.,N.A.,N.A.
27-10-2003,CENTRAL,6,395,149,142,N.A.,N.A.,N.A.
28-10-2003,CENTRAL,13,406,162,162,N.A.,N.A.,N.A.
29-10-2003,CENTRAL,9,297,132,120,N.A.,N.A.,N.A.
30-10-2003,CENTRAL,11,345,135,117,135,N.A.,64
31-10-2003,CENTRAL,7,408,135,118,N.A.,N.A.,N.A.
1/11/2003,CENTRAL,7,475,158,143,N.A.,N.A.,N.A.
2/11/2003,CENTRAL,32,433,205,198,257,N.A.,199
3/11/2003,CENTRAL,61,634,167,219,N.A.,N.A.,N.A.
4/11/2003,CENTRAL,7,316,119,121,N.A.,N.A.,N.A.
5/11/2003,CENTRAL,5,364,108,143,N.A.,N.A.,N.A.
6/11/2003,CENTRAL,4,387,127,138,N.A.,N.A.,72
7/11/2003,CENTRAL,4,348,102,109,N.A.,N.A.,N.A.
8/11/2003,CENTRAL,3,340,82,103,N.A.,N.A.,N.A.
9/11/2003,CENTRAL,3,239,77,87,63,N.A.,39
10/11/2003,CENTRAL,5,416,82,138,58,N.A.,35
11/11/2003,CENTRAL,11,417,95,150,64,N.A.,40
12/11/2003,CENTRAL,14,480,109,144,79,N.A.,47
13-11-2003,CENTRAL,11,325,108,138,N.A.,N.A.,60
14-11-2003,CENTRAL,8,325,121,141,N.A.,N.A.,N.A.
15-11-2003,CENTRAL,14,471,138,150,N.A.,N.A.,N.A.
16-11-2003,CENTRAL,8,343,109,99,N.A.,N.A.,N.A.
17-11-2003,CENTRAL,5,254,91,108,100,N.A.,63
18-11-2003,CENTRAL,2,269,88,102,76,N.A.,47
19-11-2003,CENTRAL,2,278,84,115,57,N.A.,41
20-11-2003,CENTRAL,3,420,86,120,79,N.A.,51
21-11-2003,CENTRAL,9,532,113,174,77,N.A.,51
22-11-2003,CENTRAL,13,365,93,180,92,N.A.,60
23-11-2003,CENTRAL,9,203,85,104,79,N.A.,51
24-11-2003,CENTRAL,7,292,104,119,75,N.A.,44
25-11-2003,CENTRAL,11,354,115,132,N.A.,N.A.,N.A.
26-11-2003,CENTRAL,15,371,119,133,101,N.A.,62
27-11-2003,CENTRAL,20,486,130,157,128,N.A.,86
28-11-2003,CENTRAL,27,438,116,152,116,N.A.,88
29-11-2003,CENTRAL,19,424,111,137,83,N.A.,59
30-11-2003,CENTRAL,13,278,94,130,83,N.A.,65
1/12/2003,CENTRAL,15,417,131,180,115,N.A.,85
2/12/2003,CENTRAL,18,394,135,175,114,N.A.,78
3/12/2003,CENTRAL,13,334,122,147,90,N.A.,54
4/12/2003,CENTRAL,9,274,108,154,93,N.A.,57
5/12/2003,CENTRAL,10,329,116,171,97,N.A.,64
6/12/2003,CENTRAL,16,437,142,189,110,N.A.,76
7/12/2003,CENTRAL,16,219,97,193,135,N.A.,103
8/12/2003,CENTRAL,12,284,97,205,111,N.A.,79
9/12/2003,CENTRAL,15,478,112,219,101,N.A.,69
10/12/2003,CENTRAL,22,342,106,208,102,N.A.,68
11/12/2003,CENTRAL,26,470,118,216,89,N.A.,57
12/12/2003,CENTRAL,19,464,108,193,72,N.A.,45
13-12-2003,CENTRAL,23,466,125,191,96,N.A.,66
14-12-2003,CENTRAL,28,360,124,189,105,N.A.,76
15-12-2003,CENTRAL,20,333,124,193,110,N.A.,78
16-12-2003,CENTRAL,19,407,134,205,103,N.A.,69
17-12-2003,CENTRAL,20,428,141,217,120,N.A.,77
18-12-2003,CENTRAL,27,486,150,224,143,N.A.,86
19-12-2003,CENTRAL,44,447,126,207,168,N.A.,85
20-12-2003,CENTRAL,40,449,134,223,142,N.A.,82
21-12-2003,CENTRAL,24,275,105,199,105,N.A.,62
22-12-2003,CENTRAL,18,449,135,258,107,N.A.,72
23-12-2003,CENTRAL,17,500,135,192,99,N.A.,63
24-12-2003,CENTRAL,20,574,164,87,109,N.A.,65
25-12-2003,CENTRAL,21,512,144,81,78,N.A.,50
26-12-2003,CENTRAL,46,494,164,101,167,N.A.,118
27-12-2003,CENTRAL,32,333,132,89,135,N.A.,89
28-12-2003,CENTRAL,17,235,107,50,95,N.A.,61
29-12-2003,CENTRAL,14,395,118,92,82,N.A.,54
30-12-2003,CENTRAL,20,526,144,106,90,N.A.,57
31-12-2003,CENTRAL,60,887,224,194,183,N.A.,132
1/1/2004,CENTRAL,17,199,112,78,120,N.A.,95
2/1/2004,CENTRAL,69,666,203,198,203,N.A.,153
3/1/2004,CENTRAL,19,295,129,94,130,N.A.,94
4/1/2004,CENTRAL,15,195,107,42,113,N.A.,76
5/1/2004,CENTRAL,19,424,133,105,114,N.A.,82
6/1/2004,CENTRAL,20,558,149,143,122,N.A.,83
7/1/2004,CENTRAL,11,267,110,105,94,N.A.,69
8/1/2004,CENTRAL,9,270,105,99,78,N.A.,52
9/1/2004,CENTRAL,12,346,119,93,91,N.A.,61
10/1/2004,CENTRAL,10,295,108,86,88,N.A.,63
11/1/2004,CENTRAL,18,423,119,111,67,N.A.,44
12/1/2004,CENTRAL,25,431,122,128,88,N.A.,54
13-01-2004,CENTRAL,15,382,109,100,77,N.A.,51
14-01-2004,CENTRAL,11,278,103,66,79,N.A.,51
15-01-2004,CENTRAL,11,371,108,65,82,N.A.,51
16-01-2004,CENTRAL,36,545,119,123,82,N.A.,65
17-01-2004,CENTRAL,12,377,100,89,56,N.A.,37
18-01-2004,CENTRAL,7,281,88,51,48,N.A.,38
19-01-2004,CENTRAL,9,439,83,87,38,N.A.,30
20-01-2004,CENTRAL,9,397,71,93,42,N.A.,32
21-01-2004,CENTRAL,16,406,108,58,58,N.A.,49
22-01-2004,CENTRAL,13,248,91,40,63,N.A.,50
23-01-2004,CENTRAL,11,288,89,43,67,N.A.,52
24-01-2004,CENTRAL,16,352,99,32,62,N.A.,41
25-01-2004,CENTRAL,11,243,92,27,50,N.A.,31
26-01-2004,CENTRAL,19,384,100,75,70,N.A.,48
27-01-2004,CENTRAL,15,423,106,84,76,N.A.,55
28-01-2004,CENTRAL,15,331,101,106,77,N.A.,58
29-01-2004,CENTRAL,19,461,118,132,102,N.A.,74
30-01-2004,CENTRAL,51,703,149,219,163,N.A.,127
31-01-2004,CENTRAL,6,248,94,82,58,N.A.,40
1/2/2004,CENTRAL,11,270,102,32,62,N.A.,44
2/2/2004,CENTRAL,15,515,118,78,68,N.A.,50
3/2/2004,CENTRAL,10,406,81,82,38,N.A.,26
4/2/2004,CENTRAL,9,442,81,61,31,N.A.,22
5/2/2004,CENTRAL,10,451,94,55,42,N.A.,28
6/2/2004,CENTRAL,16,426,100,64,64,N.A.,42
7/2/2004,CENTRAL,12,423,103,84,70,N.A.,50
8/2/2004,CENTRAL,14,382,90,93,37,N.A.,28
9/2/2004,CENTRAL,11,441,102,121,41,N.A.,26
10/2/2004,CENTRAL,15,328,124,81,65,N.A.,43
11/2/2004,CENTRAL,13,371,115,63,66,N.A.,43
12/2/2004,CENTRAL,34,756,159,111,108,N.A.,74
13-02-2004,CENTRAL,51,738,198,131,166,N.A.,120
14-02-2004,CENTRAL,68,867,201,170,192,N.A.,148
15-02-2004,CENTRAL,15,209,111,21,98,N.A.,66
16-02-2004,CENTRAL,12,256,106,47,101,N.A.,55
17-02-2004,CENTRAL,27,712,143,114,119,N.A.,76
18-02-2004,CENTRAL,37,629,142,107,127,N.A.,91
19-02-2004,CENTRAL,12,412,123,92,91,N.A.,67
20-02-2004,CENTRAL,13,395,134,82,88,N.A.,63
21-02-2004,CENTRAL,26,615,134,106,104,N.A.,71
22-02-2004,CENTRAL,89,676,160,115,149,N.A.,110
23-02-2004,CENTRAL,15,260,110,119,92,N.A.,65
24-02-2004,CENTRAL,15,377,108,107,80,N.A.,51
25-02-2004,CENTRAL,68,597,157,N.A.,135,N.A.,105
26-02-2004,CENTRAL,36,441,140,172,92,N.A.,67
27-02-2004,CENTRAL,14,350,133,114,90,N.A.,57
28-02-2004,CENTRAL,15,423,141,134,118,N.A.,79
29-02-2004,CENTRAL,6,222,81,84,61,N.A.,41
1/3/2004,CENTRAL,9,354,71,112,50,N.A.,37
2/3/2004,CENTRAL,28,382,76,157,50,N.A.,33
3/3/2004,CENTRAL,22,454,94,136,66,N.A.,45
4/3/2004,CENTRAL,21,415,117,137,93,N.A.,62
5/3/2004,CENTRAL,33,468,146,141,119,N.A.,80
6/3/2004,CENTRAL,23,383,134,131,119,N.A.,74
7/3/2004,CENTRAL,17,193,97,95,121,N.A.,72
8/3/2004,CENTRAL,25,448,144,164,125,N.A.,87
9/3/2004,CENTRAL,34,525,169,174,111,N.A.,80
10/3/2004,CENTRAL,20,458,140,161,88,N.A.,66
11/3/2004,CENTRAL,14,424,117,175,72,N.A.,52
12/3/2004,CENTRAL,44,726,121,204,101,N.A.,72
13-03-2004,CENTRAL,12,293,89,144,70,N.A.,50
14-03-2004,CENTRAL,33,326,109,172,135,N.A.,96
15-03-2004,CENTRAL,18,328,114,184,89,N.A.,63
16-03-2004,CENTRAL,14,351,115,164,88,N.A.,62
17-03-2004,CENTRAL,13,371,103,125,91,N.A.,65
18-03-2004,CENTRAL,10,284,95,108,75,N.A.,50
19-03-2004,CENTRAL,12,288,97,103,76,N.A.,44
20-03-2004,CENTRAL,15,294,110,125,89,N.A.,55
21-03-2004,CENTRAL,30,289,100,115,95,N.A.,58
22-03-2004,CENTRAL,22,422,99,185,88,N.A.,58
23-03-2004,CENTRAL,13,269,104,137,79,N.A.,53
24-03-2004,CENTRAL,12,260,93,118,68,N.A.,42
25-03-2004,CENTRAL,9,282,87,121,42,N.A.,35
26-03-2004,CENTRAL,17,417,71,181,44,N.A.,31
27-03-2004,CENTRAL,16,345,75,162,50,N.A.,32
28-03-2004,CENTRAL,9,214,67,137,41,N.A.,28
29-03-2004,CENTRAL,10,358,91,161,70,N.A.,48
30-03-2004,CENTRAL,27,619,105,226,70,N.A.,52
31-03-2004,CENTRAL,11,253,93,151,82,N.A.,54
1/4/2004,CENTRAL,19,507,104,188,90,N.A.,60
2/4/2004,CENTRAL,18,393,108,175,75,N.A.,45
3/4/2004,CENTRAL,36,608,133,206,106,N.A.,66
4/4/2004,CENTRAL,30,470,122,163,108,N.A.,74
5/4/2004,CENTRAL,12,181,92,114,98,N.A.,63
6/4/2004,CENTRAL,20,327,118,151,106,N.A.,60
7/4/2004,CENTRAL,19,435,99,185,108,N.A.,65
8/4/2004,CENTRAL,23,463,111,175,65,N.A.,43
9/4/2004,CENTRAL,15,234,90,146,58,N.A.,39
10/4/2004,CENTRAL,20,259,136,130,92,N.A.,60
11/4/2004,CENTRAL,24,281,108,140,74,N.A.,51
12/4/2004,CENTRAL,53,384,87,142,59,N.A.,41
13-04-2004,CENTRAL,47,542,87,198,72,N.A.,52
14-04-2004,CENTRAL,13,356,99,165,45,N.A.,31
15-04-2004,CENTRAL,14,347,102,181,74,N.A.,51
16-04-2004,CENTRAL,22,434,127,156,100,N.A.,72
17-04-2004,CENTRAL,23,504,131,111,82,N.A.,62
18-04-2004,CENTRAL,68,364,146,103,82,N.A.,64
19-04-2004,CENTRAL,85,768,200,194,156,N.A.,114
20-04-2004,CENTRAL,58,585,157,151,114,N.A.,87
21-04-2004,CENTRAL,22,487,118,138,98,N.A.,78
22-04-2004,CENTRAL,39,324,66,86,51,N.A.,37
23-04-2004,CENTRAL,34,345,70,104,64,N.A.,46
24-04-2004,CENTRAL,15,250,103,80,95,N.A.,53
25-04-2004,CENTRAL,9,189,86,68,74,N.A.,43
26-04-2004,CENTRAL,14,316,90,107,74,N.A.,48
27-04-2004,CENTRAL,25,421,119,139,74,N.A.,52
28-04-2004,CENTRAL,12,242,114,117,93,N.A.,64
29-04-2004,CENTRAL,14,283,117,125,N.A.,N.A.,N.A.
30-04-2004,CENTRAL,17,343,102,129,91,N.A.,61
1/5/2004,CENTRAL,17,268,69,96,62,N.A.,43
2/5/2004,CENTRAL,13,188,56,75,47,N.A.,32
3/5/2004,CENTRAL,32,395,74,129,52,N.A.,36
4/5/2004,CENTRAL,67,426,84,159,82,N.A.,56
5/5/2004,CENTRAL,34,425,124,173,82,N.A.,56
6/5/2004,CENTRAL,18,333,115,160,91,N.A.,58
7/5/2004,CENTRAL,14,280,123,131,95,N.A.,62
8/5/2004,CENTRAL,13,364,84,139,53,N.A.,37
9/5/2004,CENTRAL,29,323,112,123,69,N.A.,51
10/5/2004,CENTRAL,59,465,93,143,63,N.A.,44
11/5/2004,CENTRAL,9,301,61,124,50,N.A.,31
12/5/2004,CENTRAL,10,294,58,117,43,N.A.,28
13-05-2004,CENTRAL,28,317,59,133,42,N.A.,29
14-05-2004,CENTRAL,12,339,80,135,50,N.A.,34
15-05-2004,CENTRAL,11,303,88,140,82,N.A.,54
16-05-2004,CENTRAL,15,244,67,110,54,N.A.,35
17-05-2004,CENTRAL,24,416,121,172,68,N.A.,43
18-05-2004,CENTRAL,18,423,116,187,95,N.A.,60
19-05-2004,CENTRAL,74,503,133,214,107,N.A.,79
20-05-2004,CENTRAL,109,440,138,220,91,N.A.,71
21-05-2004,CENTRAL,24,457,127,166,60,N.A.,47
22-05-2004,CENTRAL,14,351,116,143,48,N.A.,33
23-05-2004,CENTRAL,19,282,132,107,68,N.A.,45
24-05-2004,CENTRAL,15,332,126,126,74,N.A.,48
25-05-2004,CENTRAL,10,307,95,143,72,N.A.,51
26-05-2004,CENTRAL,13,211,72,110,48,N.A.,32
27-05-2004,CENTRAL,48,350,72,155,55,N.A.,38
28-05-2004,CENTRAL,73,354,67,137,52,N.A.,36
29-05-2004,CENTRAL,34,418,78,158,44,N.A.,30
30-05-2004,CENTRAL,18,221,63,107,44,N.A.,29
31-05-2004,CENTRAL,50,415,72,141,52,N.A.,34
1/6/2004,CENTRAL,39,388,84,161,75,N.A.,46
2/6/2004,CENTRAL,11,318,83,159,53,N.A.,34
3/6/2004,CENTRAL,12,303,88,148,52,N.A.,37
4/6/2004,CENTRAL,12,275,100,139,57,N.A.,36
5/6/2004,CENTRAL,11,267,91,139,56,N.A.,33
6/6/2004,CENTRAL,13,185,88,110,58,N.A.,38
7/6/2004,CENTRAL,22,456,128,199,86,N.A.,64
8/6/2004,CENTRAL,23,426,127,172,74,N.A.,55
9/6/2004,CENTRAL,26,409,150,149,95,N.A.,71
10/6/2004,CENTRAL,16,310,148,124,105,N.A.,80
11/6/2004,CENTRAL,15,279,123,87,89,N.A.,62
12/6/2004,CENTRAL,13,239,101,83,73,N.A.,47
13-06-2004,CENTRAL,13,157,97,62,89,N.A.,61
14-06-2004,CENTRAL,15,312,120,107,83,N.A.,58
15-06-2004,CENTRAL,11,349,74,121,60,N.A.,45
16-06-2004,CENTRAL,34,317,57,100,42,N.A.,29
17-06-2004,CENTRAL,28,311,61,90,49,N.A.,35
18-06-2004,CENTRAL,42,313,64,89,41,N.A.,29
19-06-2004,CENTRAL,39,326,74,79,50,N.A.,34
20-06-2004,CENTRAL,32,207,57,N.A.,40,N.A.,26
21-06-2004,CENTRAL,34,308,69,N.A.,52,N.A.,36
22-06-2004,CENTRAL,40,194,52,56,51,N.A.,29
23-06-2004,CENTRAL,12,338,68,92,63,N.A.,39
24-06-2004,CENTRAL,13,394,76,108,85,N.A.,48
25-06-2004,CENTRAL,12,347,71,107,59,N.A.,37
26-06-2004,CENTRAL,11,291,63,104,44,N.A.,29
27-06-2004,CENTRAL,9,150,45,60,35,N.A.,22
28-06-2004,CENTRAL,31,439,84,136,63,N.A.,40
29-06-2004,CENTRAL,64,383,133,135,102,N.A.,74
30-06-2004,CENTRAL,54,551,153,179,119,N.A.,93
1/7/2004,CENTRAL,71,274,128,120,120,N.A.,93
2/7/2004,CENTRAL,52,324,99,121,96,N.A.,64
3/7/2004,CENTRAL,15,304,72,104,63,N.A.,42
4/7/2004,CENTRAL,29,245,64,80,45,N.A.,29
5/7/2004,CENTRAL,22,255,56,90,52,N.A.,33
6/7/2004,CENTRAL,27,294,56,102,62,N.A.,38
7/7/2004,CENTRAL,35,355,63,112,63,N.A.,41
8/7/2004,CENTRAL,60,283,56,93,56,N.A.,36
9/7/2004,CENTRAL,39,283,51,91,41,N.A.,26
10/7/2004,CENTRAL,13,334,59,95,45,N.A.,30
11/7/2004,CENTRAL,11,172,40,64,31,N.A.,19
12/7/2004,CENTRAL,25,330,52,99,45,N.A.,29
13-07-2004,CENTRAL,50,403,61,115,48,N.A.,31
14-07-2004,CENTRAL,80,437,61,107,48,N.A.,33
15-07-2004,CENTRAL,40,396,93,108,62,N.A.,42
16-07-2004,CENTRAL,15,262,58,76,35,N.A.,24
17-07-2004,CENTRAL,20,393,64,115,47,N.A.,31
18-07-2004,CENTRAL,12,193,46,69,33,N.A.,21
19-07-2004,CENTRAL,13,347,51,119,40,N.A.,29
20-07-2004,CENTRAL,15,310,51,113,50,N.A.,29
21-07-2004,CENTRAL,13,259,50,102,46,N.A.,N.A.
22-07-2004,CENTRAL,13,233,67,88,45,N.A.,32
23-07-2004,CENTRAL,16,279,62,109,48,N.A.,31
24-07-2004,CENTRAL,17,290,77,99,50,N.A.,34
25-07-2004,CENTRAL,11,169,43,60,29,N.A.,17
26-07-2004,CENTRAL,14,241,59,86,41,N.A.,28
27-07-2004,CENTRAL,37,389,109,125,93,N.A.,70
28-07-2004,CENTRAL,25,333,68,111,48,N.A.,38
29-07-2004,CENTRAL,17,392,64,126,45,N.A.,34
30-07-2004,CENTRAL,16,275,56,101,39,N.A.,28
31-07-2004,CENTRAL,19,372,78,105,50,N.A.,34
1/8/2004,CENTRAL,60,315,66,74,41,N.A.,28
2/8/2004,CENTRAL,43,424,67,110,45,N.A.,32
3/8/2004,CENTRAL,26,356,57,111,36,N.A.,26
4/8/2004,CENTRAL,41,352,59,108,40,N.A.,28
5/8/2004,CENTRAL,25,410,71,131,45,N.A.,34
6/8/2004,CENTRAL,16,378,69,118,38,N.A.,28
7/8/2004,CENTRAL,21,332,85,101,47,N.A.,33
8/8/2004,CENTRAL,37,241,104,81,63,N.A.,47
9/8/2004,CENTRAL,56,411,122,125,79,N.A.,64
10/8/2004,CENTRAL,76,376,145,131,108,N.A.,83
11/8/2004,CENTRAL,47,390,121,131,78,N.A.,61
12/8/2004,CENTRAL,108,388,119,145,88,N.A.,71
13-08-2004,CENTRAL,61,396,104,136,69,N.A.,55
14-08-2004,CENTRAL,58,309,74,102,44,N.A.,33
15-08-2004,CENTRAL,13,153,46,61,28,N.A.,18
16-08-2004,CENTRAL,51,440,75,129,49,N.A.,34
17-08-2004,CENTRAL,114,414,149,161,112,N.A.,86
18-08-2004,CENTRAL,110,627,168,219,152,N.A.,118
19-08-2004,CENTRAL,66,493,169,196,125,N.A.,106
20-08-2004,CENTRAL,22,369,85,126,47,N.A.,36
21-08-2004,CENTRAL,22,425,69,132,41,N.A.,32
22-08-2004,CENTRAL,21,273,56,85,37,N.A.,26
23-08-2004,CENTRAL,60,587,98,162,67,N.A.,54
24-08-2004,CENTRAL,69,545,150,192,113,N.A.,93
25-08-2004,CENTRAL,71,431,136,166,116,N.A.,93
26-08-2004,CENTRAL,112,330,103,152,116,N.A.,95
27-08-2004,CENTRAL,52,436,91,175,61,N.A.,53
28-08-2004,CENTRAL,20,326,75,118,34,N.A.,26
29-08-2004,CENTRAL,14,274,61,86,38,N.A.,28
30-08-2004,CENTRAL,23,382,66,119,50,N.A.,37
31-08-2004,CENTRAL,34,356,61,127,44,N.A.,32
1/9/2004,CENTRAL,20,315,64,119,59,N.A.,40
2/9/2004,CENTRAL,20,312,69,116,58,N.A.,42
3/9/2004,CENTRAL,18,305,54,123,38,N.A.,27
4/9/2004,CENTRAL,26,383,65,122,40,N.A.,27
5/9/2004,CENTRAL,67,383,80,97,58,N.A.,43
6/9/2004,CENTRAL,81,408,147,168,98,N.A.,82
7/9/2004,CENTRAL,81,374,125,170,94,N.A.,79
8/9/2004,CENTRAL,22,373,91,144,49,N.A.,39
9/9/2004,CENTRAL,65,330,82,139,60,N.A.,47
10/9/2004,CENTRAL,45,428,103,160,70,N.A.,51
11/9/2004,CENTRAL,20,423,105,117,51,N.A.,34
12/9/2004,CENTRAL,21,249,91,84,52,N.A.,39
13-09-2004,CENTRAL,40,504,156,135,87,N.A.,65
14-09-2004,CENTRAL,59,578,202,161,124,N.A.,96
15-09-2004,CENTRAL,78,595,190,191,133,N.A.,106
16-09-2004,CENTRAL,84,373,183,168,148,N.A.,126
17-09-2004,CENTRAL,19,300,56,104,34,N.A.,26
18-09-2004,CENTRAL,17,248,47,90,36,N.A.,23
19-09-2004,CENTRAL,18,178,35,75,30,N.A.,19
20-09-2004,CENTRAL,37,425,58,115,48,N.A.,31
21-09-2004,CENTRAL,N.A.,N.A.,N.A.,N.A.,56,N.A.,41
22-09-2004,CENTRAL,40,466,129,179,78,N.A.,61
23-09-2004,CENTRAL,27,436,125,169,69,N.A.,50
24-09-2004,CENTRAL,22,270,104,130,61,N.A.,45
25-09-2004,CENTRAL,21,268,118,134,71,N.A.,53
26-09-2004,CENTRAL,30,284,123,121,62,N.A.,47
27-09-2004,CENTRAL,47,551,186,186,98,N.A.,74
28-09-2004,CENTRAL,37,407,138,175,109,N.A.,84
29-09-2004,CENTRAL,35,206,107,127,87,N.A.,71
30-09-2004,CENTRAL,20,240,108,134,85,N.A.,67
1/10/2004,CENTRAL,32,266,120,132,94,N.A.,72
2/10/2004,CENTRAL,25,354,104,141,72,N.A.,46
3/10/2004,CENTRAL,29,295,116,112,65,N.A.,40
4/10/2004,CENTRAL,36,397,141,155,74,N.A.,51
5/10/2004,CENTRAL,43,491,163,167,89,N.A.,62
6/10/2004,CENTRAL,42,397,160,179,86,N.A.,63
7/10/2004,CENTRAL,59,443,172,183,101,N.A.,78
8/10/2004,CENTRAL,46,558,170,172,105,N.A.,80
9/10/2004,CENTRAL,33,366,145,179,96,N.A.,76
10/10/2004,CENTRAL,25,177,112,137,77,N.A.,60
11/10/2004,CENTRAL,37,402,157,213,107,N.A.,85
12/10/2004,CENTRAL,31,355,153,205,101,N.A.,83
13-10-2004,CENTRAL,31,299,148,185,113,N.A.,89
14-10-2004,CENTRAL,24,224,111,167,108,N.A.,71
15-10-2004,CENTRAL,23,252,109,150,86,N.A.,54
16-10-2004,CENTRAL,25,296,129,171,92,N.A.,65
17-10-2004,CENTRAL,34,209,120,148,75,N.A.,54
18-10-2004,CENTRAL,39,570,171,191,93,N.A.,72
19-10-2004,CENTRAL,45,452,170,196,134,N.A.,100
20-10-2004,CENTRAL,30,351,140,205,127,N.A.,105
21-10-2004,CENTRAL,28,270,132,181,89,N.A.,79
22-10-2004,CENTRAL,26,172,107,152,94,N.A.,78
23-10-2004,CENTRAL,24,204,103,155,89,N.A.,73
24-10-2004,CENTRAL,26,200,103,154,87,N.A.,67
25-10-2004,CENTRAL,53,462,171,228,136,N.A.,109
26-10-2004,CENTRAL,34,422,134,193,111,N.A.,86
27-10-2004,CENTRAL,24,275,110,177,N.A.,N.A.,N.A.
28-10-2004,CENTRAL,22,227,107,165,N.A.,N.A.,70
29-10-2004,CENTRAL,21,256,100,147,64,N.A.,37
30-10-2004,CENTRAL,21,260,98,150,60,N.A.,37
31-10-2004,CENTRAL,23,198,96,136,N.A.,N.A.,39
1/11/2004,CENTRAL,64,496,148,214,N.A.,N.A.,80
2/11/2004,CENTRAL,27,339,119,221,109,N.A.,83
3/11/2004,CENTRAL,23,237,116,203,118,N.A.,80
4/11/2004,CENTRAL,18,258,116,141,88,N.A.,54
